,REVENUE,HWT_SUBSCRIBER,TOTAL_MEALS_ORDERED,UNIQUE_MEALS_PURCH,CUSTOMER_SERVICE_TICKETS_CNT,PRODUCT_CATEGORIES_VIEWED,SITE_VISIT_TIME_PER_VISIT_AVG,MOBILE_NUMBER,MEALS_CANCEL_BEFORE_NOON,MEALS_CANCEL_AFTER_NOON,SPECIFIED_TASTE_AND_PREFERENCES,PC_LOGINS_CNT,MOBILE_LOGINS_CNT,WEEKS_SUBSCRIBED_TO_WEEKLY_PLAN_CNT,ORDERS_DELIVERED_BEFORE_DELIVERY_CNT,ORDERS_DELIVERED_AFTER_DELIVERY_CNT,PACKAGE_ROOM_AT_CUSTOMER,FRIDGE_LOCKER_IN_PACKAGE_ROOM,PRCNT_FOLLOWED_MEAL_RECOM_WEB_MOBILE,SECONDS_WATCHING_PREP_VID_AVG,LARGEST_ORDER_SIZE,MASTER_CLASSES_ATTENDED_CNT,MEAL_RATING_MEDIAN,SITE_CLICKS_PER_VISIT_AVG,PHOTOS_VIEWED_COUNT,missing_FAMILY_NAME,fe_MEAL_CHOICE_SPECIFICITY,fe_SITE_CLICK_RATE,fe_SUBSCRIPTIONS_SYNERGY,flag_WEEKS_SUBSCRIBED_TO_WEEKLY_PLAN_CNT_lo,out_SITE_VISIT_TIME_PER_VISIT_AVG_hi,out_SECONDS_WATCHING_PREP_VID_AVG_lo,out_PRCNT_FOLLOWED_MEAL_RECOM_WEB_MOBILE_hi,flag_SECONDS_WATCHING_PREP_VID_AVG_hi,flag_SECONDS_WATCHING_PREP_VID_AVG_lo,flag_SITE_VISIT_TIME_PER_VISIT_AVG_hi,flag_SITE_VISIT_TIME_PER_VISIT_AVG_lo,flag_PRCNT_FOLLOWED_MEAL_RECOM_WEB_MOBILE_hi,flag_PRCNT_FOLLOWED_MEAL_RECOM_WEB_MOBILE_lo,out_TOTAL_MEALS_ORDERED_hi,out_UNIQUE_MEALS_PURCH_hi,out_MEALS_CANCEL_BEFORE_NOON_hi,out_MEALS_CANCEL_AFTER_NOON_hi,out_PC_LOGINS_CNT_hi,out_PC_LOGINS_CNT_lo,out_MOBILE_LOGINS_CNT_lo,out_MOBILE_LOGINS_CNT_hi,out_SITE_CLICKS_PER_VISIT_AVG_lo,flag_TOTAL_MEALS_ORDERED_lo,flag_UNIQUE_MEALS_PURCH_lo,flag_CUSTOMER_SERVICE_TICKETS_CNT_lo,flag_CUSTOMER_SERVICE_TICKETS_CNT_hi,flag_PRODUCT_CATEGORIES_VIEWED_lo,flag_PRODUCT_CATEGORIES_VIEWED_hi,flag_ORDERS_DELIVERED_BEFORE_DELIVERY_CNT_lo,flag_ORDERS_DELIVERED_BEFORE_DELIVERY_CNT_hi,flag_ORDERS_DELIVERED_AFTER_DELIVERY_CNT_lo,flag_ORDERS_DELIVERED_AFTER_DELIVERY_CNT_hi,flag_MASTER_CLASSES_ATTENDED_CNT_hi,flag_PHOTOS_VIEWED_COUNT_lo,fe_CUSTOMER_COMPANY_amex,fe_CUSTOMER_COMPANY_aol,fe_CUSTOMER_COMPANY_apple,fe_CUSTOMER_COMPANY_boeing,fe_CUSTOMER_COMPANY_caterpillar,fe_CUSTOMER_COMPANY_chevron,fe_CUSTOMER_COMPANY_cisco,fe_CUSTOMER_COMPANY_cocacola,fe_CUSTOMER_COMPANY_disney,fe_CUSTOMER_COMPANY_dupont,fe_CUSTOMER_COMPANY_exxon,fe_CUSTOMER_COMPANY_ge,fe_CUSTOMER_COMPANY_gmail,fe_CUSTOMER_COMPANY_goldmansacs,fe_CUSTOMER_COMPANY_homedepot,fe_CUSTOMER_COMPANY_hotmail,fe_CUSTOMER_COMPANY_ibm,fe_CUSTOMER_COMPANY_intel,fe_CUSTOMER_COMPANY_jnj,fe_CUSTOMER_COMPANY_jpmorgan,fe_CUSTOMER_COMPANY_live,fe_CUSTOMER_COMPANY_mcdonalds,fe_CUSTOMER_COMPANY_me,fe_CUSTOMER_COMPANY_merck,fe_CUSTOMER_COMPANY_microsoft,fe_CUSTOMER_COMPANY_mmm,fe_CUSTOMER_COMPANY_msn,fe_CUSTOMER_COMPANY_nike,fe_CUSTOMER_COMPANY_passport,fe_CUSTOMER_COMPANY_pfizer,fe_CUSTOMER_COMPANY_pg,fe_CUSTOMER_COMPANY_protonmail,fe_CUSTOMER_COMPANY_travelers,fe_CUSTOMER_COMPANY_unitedhealth,fe_CUSTOMER_COMPANY_unitedtech,fe_CUSTOMER_COMPANY_verizon,fe_CUSTOMER_COMPANY_visa,fe_CUSTOMER_COMPANY_walmart,fe_CUSTOMER_COMPANY_yahoo,fe_CUSTOMER_DOMAIN_for_proft_domain,fe_CUSTOMER_DOMAIN_junk_domain,fe_CUSTOMER_DOMAIN_personal_domain,fe_CUSTOMER_DOMAIN_professional_domain
10,930.0,1,14,4,12,3,51.0,1,2,0,1,5,1,0,2,9,0,0,80.0,114.2,4,0,2,15,444,0,0.2857142857142857,0.29411764705882354,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
11,1290.0,1,92,9,3,2,115.51,1,4,0,0,6,1,13,0,0,1,0,80.0,163.3,5,1,2,18,0,0,0.09782608695652174,0.15583066401177387,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12,4550.0,1,122,3,10,9,134.7,1,0,0,1,6,1,1,0,1,0,0,90.0,204.2,6,1,4,10,250,0,0.02459016393442623,0.07423904974016333,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
13,1190.0,1,37,4,5,3,31.0,1,0,0,1,5,1,13,2,1,0,0,90.0,128.8,3,1,2,17,0,0,0.10810810810810811,0.5483870967741935,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14,1425.0,1,50,5,7,8,26.04,1,2,0,0,5,1,13,0,3,0,0,90.0,105.5,2,0,2,18,0,0,0.1,0.6912442396313364,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15,1860.0,1,80,3,6,1,102.2,1,2,0,1,6,2,9,0,4,0,0,90.0,121.2,4,0,3,12,0,0,0.0375,0.11741682974559686,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16,2662.5,1,91,5,9,10,67.5,1,2,0,1,5,1,11,0,4,0,0,90.0,192.9,5,1,3,12,0,0,0.054945054945054944,0.17777777777777778,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17,1975.0,1,64,9,6,2,101.6,1,2,2,0,6,1,47,0,2,0,0,90.0,138.1,3,1,3,12,0,0,0.140625,0.11811023622047245,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18,1275.0,1,31,7,6,1,231.29999999999998,1,2,0,1,5,2,0,0,3,0,0,90.0,106.9,2,1,3,14,0,0,0.22580645161290322,0.06052745352356248,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19,1650.0,1,67,8,8,6,34.8,1,3,0,0,5,1,2,7,0,0,0,80.0,120.0,3,0,3,11,0,0,0.11940298507462686,0.3160919540229885,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20,1479.0,1,43,3,5,5,72.18,1,2,1,1,5,1,0,5,0,1,1,70.0,222.8,6,0,3,14,0,0,0.06976744186046512,0.1939595455804932,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21,1399.0,1,38,5,6,7,81.75,1,3,0,1,5,1,0,0,4,1,1,90.0,114.4,4,0,3,12,136,0,0.13157894736842105,0.14678899082568808,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22,1470.0,1,133,3,7,3,24.08,1,0,0,1,6,2,12,9,1,1,0,90.0,132.2,4,1,3,15,0,0,0.022556390977443608,0.6229235880398671,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
23,1775.0,1,59,2,8,8,76.13,0,3,2,1,5,3,6,9,4,0,0,80.0,145.6,5,0,3,13,16,0,0.03389830508474576,0.1707605411795613,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
24,1579.0,1,58,4,5,8,94.5,1,0,0,1,6,1,9,0,1,0,0,90.0,144.2,5,0,2,16,243,0,0.06896551724137931,0.1693121693121693,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
25,2025.0,1,49,2,9,9,60.42,1,0,0,1,5,1,30,0,0,1,0,70.0,137.0,4,1,3,14,178,0,0.04081632653061224,0.23171135385633895,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26,2812.5,1,90,5,9,2,51.89,1,2,0,1,4,2,1,0,1,1,1,70.0,161.6,3,1,3,12,0,0,0.05555555555555555,0.23125843129697438,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27,1679.0,1,100,6,6,7,106.6,0,5,0,1,6,2,1,1,2,0,0,90.0,161.1,5,0,3,14,360,0,0.06,0.13133208255159476,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28,1789.0,1,71,5,5,1,102.8,1,1,0,1,5,2,12,4,6,0,0,90.0,151.0,4,0,3,14,268,0,0.07042253521126761,0.13618677042801558,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29,1917.0,1,84,4,5,9,109.13,1,0,0,1,5,2,3,4,2,0,0,80.0,182.0,5,0,3,11,0,0,0.047619047619047616,0.1007972143315312,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30,1865.0,1,49,2,7,6,104.61,1,0,0,1,6,2,13,7,3,0,0,70.0,179.2,6,1,3,14,318,0,0.04081632653061224,0.13383041774208967,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
31,1740.0,1,72,3,6,1,127.89,1,0,0,1,5,2,16,0,0,0,0,90.0,148.4,6,1,3,12,0,0,0.041666666666666664,0.09383063570255688,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
32,3368.75,1,75,1,8,7,53.0,1,0,0,1,6,2,7,8,8,0,0,80.0,166.3,6,0,3,15,95,0,0.013333333333333334,0.2830188679245283,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
33,910.0,1,14,4,12,5,16.96,1,2,0,1,6,1,2,0,1,0,0,80.0,98.8,3,0,2,15,0,0,0.2857142857142857,0.8844339622641509,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
34,1050.0,1,15,4,11,2,116.22,1,1,0,1,4,1,0,0,3,1,0,70.0,89.6,3,0,2,14,0,0,0.26666666666666666,0.12046119428669765,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,1363.0,1,106,4,5,3,115.0,1,0,0,1,6,1,4,0,1,1,0,70.0,177.5,6,0,3,13,0,0,0.03773584905660377,0.11304347826086956,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
36,3540.0,1,178,6,10,1,90.92,1,0,0,0,6,2,12,0,1,0,0,90.0,180.3,4,2,3,13,0,0,0.033707865168539325,0.14298284205895292,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
37,995.0,1,13,8,11,1,78.92,1,1,0,1,5,1,3,0,4,0,0,90.0,91.8,3,1,2,17,0,0,0.6153846153846154,0.21540800810947794,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
38,3975.0,1,114,4,8,2,140.94,1,1,0,1,5,2,35,1,5,1,0,70.0,169.4,3,1,3,11,450,0,0.03508771929824561,0.07804739605505889,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
