,HWT_SUBSCRIBER,CUSTOMER_SERVICE_TICKETS_CNT,MOBILE_NUMBER_SUPPLIED,MEALS_CANCEL_BEFORE_NOON,SPECIFIED_TASTE_AND_PREFERENCES,PC_LOGINS_CNT,WEEKS_SUBSCRIBED_TO_WEEKLY_PLAN_CNT,PRCNT_FOLLOWED_MEAL_RECOM_WEB_MOBILE,fe_MEAL_CHOICE_SPECIFICITY,fe_SUBSCRIPTIONS_SYNERGY,flag_WEEKS_SUBSCRIBED_TO_WEEKLY_PLAN_CNT_lo,flag_PRCNT_FOLLOWED_MEAL_RECOM_WEB_MOBILE_hi,fe_CUSTOMER_COMPANY_ge,fe_CUSTOMER_COMPANY_gmail,fe_CUSTOMER_COMPANY_homedepot,fe_CUSTOMER_COMPANY_mmm,fe_CUSTOMER_COMPANY_pg,fe_CUSTOMER_COMPANY_protonmail,fe_CUSTOMER_COMPANY_yahoo,fe_CUSTOMER_DOMAIN_for_proft_domain
10,1,0.6470588235294117,1.0,0.15384615384615385,1,0.33333333333333326,0.0,0.888888888888889,0.2857142857142857,1,1,1,0,0,0,0,0,1,0,0
11,1,0.1176470588235294,1.0,0.3076923076923077,0,0.6666666666666667,0.25,0.888888888888889,0.09782608695652174,1,1,1,0,1,0,0,0,0,0,0
12,1,0.5294117647058824,1.0,0.0,1,0.6666666666666667,0.019230769230769232,1.0,0.024590163934426233,1,1,1,0,0,0,0,0,0,1,0
13,1,0.23529411764705882,1.0,0.0,1,0.33333333333333326,0.25,1.0,0.10810810810810813,1,1,1,0,1,0,0,0,0,0,0
14,1,0.3529411764705882,1.0,0.15384615384615385,0,0.33333333333333326,0.25,1.0,0.1,1,1,1,0,1,0,0,0,0,0,0
15,1,0.2941176470588235,1.0,0.15384615384615385,1,0.6666666666666667,0.17307692307692307,1.0,0.0375,1,1,1,0,0,0,0,0,0,0,0
16,1,0.47058823529411764,1.0,0.15384615384615385,1,0.33333333333333326,0.21153846153846156,1.0,0.054945054945054944,1,1,1,0,0,0,0,0,0,0,0
17,1,0.2941176470588235,1.0,0.15384615384615385,0,0.6666666666666667,0.9038461538461539,1.0,0.140625,0,0,1,0,0,0,0,0,0,0,0
18,1,0.2941176470588235,1.0,0.15384615384615385,1,0.33333333333333326,0.0,1.0,0.2258064516129032,1,1,1,0,1,0,0,0,0,0,0
19,1,0.4117647058823529,1.0,0.23076923076923078,0,0.33333333333333326,0.038461538461538464,0.888888888888889,0.11940298507462685,1,1,1,0,1,0,0,0,0,0,0
20,1,0.23529411764705882,1.0,0.15384615384615385,1,0.33333333333333326,0.0,0.7777777777777778,0.06976744186046513,1,1,1,0,0,0,0,0,0,0,0
21,1,0.2941176470588235,1.0,0.23076923076923078,1,0.33333333333333326,0.0,1.0,0.13157894736842105,1,1,1,0,0,0,0,0,0,0,0
22,1,0.3529411764705882,1.0,0.0,1,0.6666666666666667,0.23076923076923078,1.0,0.022556390977443608,1,1,1,0,0,0,0,0,1,0,0
23,1,0.4117647058823529,0.0,0.23076923076923078,1,0.33333333333333326,0.11538461538461539,0.888888888888889,0.03389830508474576,1,1,1,0,0,0,0,0,0,0,0
24,1,0.23529411764705882,1.0,0.0,1,0.6666666666666667,0.17307692307692307,1.0,0.06896551724137931,1,1,1,0,0,0,0,0,1,0,0
25,1,0.47058823529411764,1.0,0.0,1,0.33333333333333326,0.576923076923077,0.7777777777777778,0.040816326530612235,0,0,1,0,0,0,0,0,0,0,0
26,1,0.47058823529411764,1.0,0.15384615384615385,1,0.0,0.019230769230769232,0.7777777777777778,0.05555555555555555,1,1,1,0,0,0,0,0,0,0,0
27,1,0.2941176470588235,0.0,0.38461538461538464,1,0.6666666666666667,0.019230769230769232,1.0,0.06,1,1,1,0,1,0,0,0,0,0,0
28,1,0.23529411764705882,1.0,0.07692307692307693,1,0.33333333333333326,0.23076923076923078,1.0,0.07042253521126761,1,1,1,0,0,0,0,0,0,0,0
29,1,0.23529411764705882,1.0,0.0,1,0.33333333333333326,0.057692307692307696,0.888888888888889,0.047619047619047616,1,1,1,0,0,0,0,0,0,0,0
30,1,0.3529411764705882,1.0,0.0,1,0.6666666666666667,0.25,0.7777777777777778,0.040816326530612235,1,1,1,0,0,0,0,0,1,0,0
31,1,0.2941176470588235,1.0,0.0,1,0.33333333333333326,0.3076923076923077,1.0,0.04166666666666666,0,0,1,0,0,0,0,0,0,1,0
32,1,0.4117647058823529,1.0,0.0,1,0.6666666666666667,0.13461538461538464,0.888888888888889,0.013333333333333334,1,1,1,0,0,0,0,0,0,0,0
33,1,0.6470588235294117,1.0,0.15384615384615385,1,0.6666666666666667,0.038461538461538464,0.888888888888889,0.2857142857142857,1,1,1,0,0,0,0,0,0,1,0
34,1,0.5882352941176471,1.0,0.07692307692307693,1,0.0,0.0,0.7777777777777778,0.26666666666666666,1,1,1,0,0,0,0,0,0,0,0
35,1,0.23529411764705882,1.0,0.0,1,0.6666666666666667,0.07692307692307693,0.7777777777777778,0.03773584905660377,1,1,1,0,0,0,0,0,0,1,0
36,1,0.5294117647058824,1.0,0.0,0,0.6666666666666667,0.23076923076923078,1.0,0.033707865168539325,1,1,1,0,0,0,0,0,0,0,0
37,1,0.5882352941176471,1.0,0.07692307692307693,1,0.33333333333333326,0.057692307692307696,1.0,0.6153846153846154,1,1,1,0,0,0,0,0,0,1,0
38,1,0.4117647058823529,1.0,0.07692307692307693,1,0.33333333333333326,0.6730769230769231,0.7777777777777778,0.03508771929824561,0,0,1,0,1,0,0,0,0,0,0
39,1,0.23529411764705882,1.0,0.15384615384615385,1,0.33333333333333326,0.0,0.888888888888889,0.2,1,1,1,0,0,0,0,0,0,1,0
40,1,0.5294117647058824,0.0,0.0,1,0.33333333333333326,0.19230769230769232,0.7777777777777778,0.05,1,1,1,0,0,0,0,0,0,0,0
41,1,0.3529411764705882,1.0,0.07692307692307693,0,0.33333333333333326,0.038461538461538464,0.7777777777777778,0.19047619047619047,1,1,1,0,0,0,0,0,1,0,0
42,1,0.5882352941176471,1.0,0.07692307692307693,1,0.6666666666666667,0.17307692307692307,1.0,0.42857142857142855,1,1,1,0,0,0,0,0,0,0,0
43,1,0.4117647058823529,1.0,0.07692307692307693,1,0.6666666666666667,0.0,0.7777777777777778,0.04878048780487805,1,1,1,0,0,0,0,0,0,1,0
44,1,0.2941176470588235,1.0,0.3076923076923077,1,0.6666666666666667,0.44230769230769235,1.0,0.047244094488188976,0,0,1,0,0,0,0,0,0,0,0
45,1,0.4117647058823529,1.0,0.38461538461538464,0,0.33333333333333326,0.0,0.888888888888889,0.08196721311475409,1,1,1,0,0,0,0,0,0,0,0
46,1,0.23529411764705882,1.0,0.15384615384615385,1,0.6666666666666667,0.46153846153846156,1.0,0.03571428571428571,0,0,1,0,0,0,0,0,1,0,0
47,1,0.1176470588235294,1.0,0.23076923076923078,0,0.6666666666666667,0.038461538461538464,0.7777777777777778,0.030612244897959183,1,1,1,0,0,0,0,0,0,1,0
48,1,0.5294117647058824,1.0,0.0,1,0.6666666666666667,0.40384615384615385,1.0,0.0851063829787234,0,0,1,0,1,0,0,0,0,0,0
49,1,0.23529411764705882,1.0,0.0,1,0.6666666666666667,0.0,0.7777777777777778,0.040540540540540536,1,1,1,0,0,0,0,0,1,0,0
50,1,0.2941176470588235,0.0,0.07692307692307693,1,0.6666666666666667,0.0,0.888888888888889,0.05357142857142857,1,1,1,0,0,0,0,1,0,0,0
51,1,0.1764705882352941,1.0,0.15384615384615385,1,0.33333333333333326,0.576923076923077,0.7777777777777778,0.16326530612244894,0,0,1,0,0,0,0,0,1,0,0
52,1,0.47058823529411764,1.0,0.0,0,0.6666666666666667,0.0,1.0,0.00847457627118644,1,1,1,0,0,0,0,0,0,0,0
53,1,0.1764705882352941,1.0,0.15384615384615385,1,0.6666666666666667,0.11538461538461539,0.888888888888889,0.01492537313432836,1,1,1,0,0,0,1,0,0,0,0
54,1,0.2941176470588235,1.0,0.23076923076923078,0,0.0,0.3653846153846154,0.888888888888889,0.0380952380952381,0,0,1,0,1,0,0,0,0,0,0
55,1,0.3529411764705882,1.0,0.07692307692307693,1,0.6666666666666667,0.3269230769230769,0.888888888888889,0.015625,0,0,1,0,0,0,0,0,0,0,0
56,1,0.2941176470588235,1.0,0.46153846153846156,0,0.6666666666666667,0.15384615384615385,1.0,0.05263157894736842,1,1,1,0,1,0,0,0,0,0,0
57,1,0.2941176470588235,1.0,0.15384615384615385,1,0.33333333333333326,0.17307692307692307,0.888888888888889,0.01680672268907563,1,1,1,0,0,0,0,0,0,0,0
58,1,0.47058823529411764,1.0,0.23076923076923078,1,0.6666666666666667,0.0,0.7777777777777778,0.0425531914893617,1,1,1,0,0,0,0,0,1,0,0
59,1,0.2941176470588235,1.0,0.3076923076923077,1,0.33333333333333326,0.23076923076923078,1.0,0.12962962962962962,1,1,1,0,0,0,0,0,0,0,0
60,1,0.1764705882352941,1.0,0.07692307692307693,1,0.6666666666666667,0.17307692307692307,0.888888888888889,0.09722222222222222,1,1,1,0,0,0,0,0,0,0,0
61,1,0.2941176470588235,1.0,0.07692307692307693,0,0.6666666666666667,0.21153846153846156,0.888888888888889,0.03636363636363636,1,1,1,0,0,0,0,0,0,0,0
62,1,0.5882352941176471,1.0,0.23076923076923078,1,0.6666666666666667,0.0,1.0,0.07142857142857142,1,1,1,0,0,0,0,0,0,1,0
63,1,0.1764705882352941,1.0,0.0,0,0.0,0.23076923076923078,0.888888888888889,0.07,1,1,1,0,0,0,0,0,1,0,0
64,1,0.2941176470588235,1.0,0.15384615384615385,0,0.6666666666666667,0.09615384615384616,0.7777777777777778,0.06521739130434782,1,1,1,0,1,0,0,0,0,0,0
65,1,0.2941176470588235,1.0,0.0,0,0.33333333333333326,0.0,0.7777777777777778,0.09836065573770493,1,1,1,0,0,0,0,0,0,1,0
66,1,0.23529411764705882,1.0,0.15384615384615385,0,0.33333333333333326,0.21153846153846156,0.888888888888889,0.25,1,1,1,0,0,0,0,1,0,0,0
67,1,0.3529411764705882,1.0,0.07692307692307693,1,0.6666666666666667,0.9230769230769231,1.0,0.08823529411764706,0,0,1,0,0,0,0,1,0,0,0
68,1,0.3529411764705882,1.0,0.23076923076923078,0,0.6666666666666667,0.0,1.0,0.01818181818181818,1,1,1,0,0,0,0,0,0,0,0
69,1,0.3529411764705882,1.0,0.0,1,0.6666666666666667,0.038461538461538464,0.7777777777777778,0.08791208791208792,1,1,1,0,1,0,0,0,0,0,0
70,1,0.3529411764705882,1.0,0.3076923076923077,0,0.33333333333333326,0.0,0.7777777777777778,0.06666666666666668,1,1,1,0,0,0,0,0,1,0,0
71,1,0.4117647058823529,1.0,0.15384615384615385,0,0.33333333333333326,0.0,0.7777777777777778,0.075,1,1,1,0,0,0,0,0,0,0,0
72,1,0.4117647058823529,1.0,0.07692307692307693,1,0.6666666666666667,0.23076923076923078,1.0,0.08955223880597014,1,1,1,0,0,0,0,0,0,1,0
73,1,0.2941176470588235,1.0,0.07692307692307693,1,0.33333333333333326,0.0,0.888888888888889,0.3103448275862069,1,1,1,0,0,0,0,0,0,0,0
74,1,0.2941176470588235,1.0,0.15384615384615385,1,0.33333333333333326,0.038461538461538464,0.888888888888889,0.109375,1,1,1,0,0,0,0,0,0,1,0
75,1,0.3529411764705882,1.0,0.07692307692307693,0,0.33333333333333326,0.0,1.0,0.029411764705882356,1,1,1,0,0,0,0,0,0,0,0
76,1,0.23529411764705882,1.0,0.07692307692307693,1,0.6666666666666667,0.057692307692307696,0.888888888888889,0.0196078431372549,1,1,1,0,0,0,0,0,0,0,0
77,1,0.23529411764705882,1.0,0.0,0,0.33333333333333326,0.9038461538461539,1.0,0.18,0,0,1,0,0,0,0,1,0,0,0
78,1,0.4117647058823529,1.0,0.15384615384615385,1,0.33333333333333326,0.0,0.7777777777777778,0.09183673469387756,1,1,1,0,0,0,0,0,0,0,0
79,1,0.1764705882352941,1.0,0.15384615384615385,1,0.6666666666666667,0.0,1.0,0.043478260869565216,1,1,1,0,0,0,0,0,1,0,0
80,1,0.3529411764705882,0.0,0.0,1,0.33333333333333326,0.21153846153846156,0.888888888888889,0.10869565217391304,1,1,1,0,0,0,0,0,1,0,0
81,1,0.23529411764705882,1.0,0.07692307692307693,1,0.33333333333333326,0.057692307692307696,0.888888888888889,0.2,1,1,1,0,0,0,0,0,0,0,0
82,1,0.1764705882352941,1.0,0.07692307692307693,0,0.6666666666666667,0.0,0.7777777777777778,0.028571428571428567,1,1,1,0,0,0,0,0,0,1,0
83,1,0.23529411764705882,0.0,0.07692307692307693,1,0.6666666666666667,0.07692307692307693,0.7777777777777778,0.08163265306122447,1,1,1,0,0,0,0,0,0,1,0
84,1,0.4117647058823529,1.0,0.0,1,0.33333333333333326,0.21153846153846156,0.888888888888889,0.04929577464788732,1,1,1,0,0,0,0,0,0,0,0
85,1,0.3529411764705882,1.0,0.23076923076923078,1,0.6666666666666667,0.25,0.7777777777777778,0.05263157894736842,1,1,1,0,0,0,0,0,0,1,0
86,1,0.23529411764705882,1.0,0.0,1,0.33333333333333326,0.25,0.888888888888889,0.024193548387096774,1,1,1,0,0,0,0,0,0,0,0
87,1,0.23529411764705882,1.0,0.23076923076923078,0,0.6666666666666667,0.19230769230769232,1.0,0.03333333333333333,1,1,1,0,1,0,0,0,0,0,0
88,1,0.5294117647058824,0.0,0.23076923076923078,1,0.33333333333333326,1.0,0.888888888888889,0.028985507246376805,0,0,1,0,0,0,0,0,0,0,0
89,1,0.3529411764705882,1.0,0.0,1,0.33333333333333326,0.0,0.7777777777777778,0.15384615384615385,1,1,1,0,0,0,0,0,0,0,0
90,1,0.3529411764705882,1.0,0.15384615384615385,1,0.6666666666666667,0.11538461538461539,0.7777777777777778,0.024390243902439025,1,1,1,0,0,0,0,0,1,0,0
91,1,0.47058823529411764,1.0,0.0,0,0.6666666666666667,0.17307692307692307,1.0,0.06818181818181818,1,1,1,0,0,0,0,0,0,0,0
92,1,0.3529411764705882,1.0,0.07692307692307693,1,0.6666666666666667,0.0,0.888888888888889,0.0975609756097561,1,1,1,0,0,0,0,0,0,0,0
93,1,0.5882352941176471,1.0,0.15384615384615385,1,0.6666666666666667,0.07692307692307693,0.888888888888889,0.16666666666666666,1,1,1,0,1,0,0,0,0,0,0
94,1,0.5882352941176471,1.0,0.46153846153846156,1,0.6666666666666667,0.11538461538461539,0.888888888888889,0.21428571428571427,1,1,1,0,1,0,0,0,0,0,0
95,1,0.23529411764705882,1.0,0.07692307692307693,0,0.6666666666666667,0.75,0.888888888888889,0.03883495145631068,0,0,1,0,0,0,0,0,1,0,0
96,1,0.2941176470588235,1.0,0.5384615384615385,1,0.33333333333333326,0.5,0.888888888888889,0.16,0,0,1,0,1,0,0,0,0,0,0
97,1,0.2941176470588235,1.0,0.23076923076923078,0,0.6666666666666667,0.038461538461538464,1.0,0.09375,1,1,1,0,0,0,0,0,1,0,0
98,1,0.23529411764705882,1.0,0.07692307692307693,0,0.33333333333333326,0.19230769230769232,1.0,0.0784313725490196,1,1,1,0,0,0,0,0,1,0,0
99,1,0.1764705882352941,1.0,0.0,1,0.33333333333333326,0.019230769230769232,0.7777777777777778,0.14285714285714285,1,1,1,0,1,0,0,0,0,0,0
100,1,0.23529411764705882,1.0,0.07692307692307693,1,0.6666666666666667,0.15384615384615385,1.0,0.15789473684210525,1,1,1,0,0,0,0,0,0,0,0
101,1,0.6470588235294117,1.0,0.0,1,0.33333333333333326,0.19230769230769232,0.7777777777777778,0.42857142857142855,1,1,1,0,0,0,0,0,1,0,0
102,1,0.5294117647058824,1.0,0.0,1,0.6666666666666667,0.038461538461538464,0.7777777777777778,0.044585987261146494,1,1,1,0,0,0,0,0,1,0,0
103,1,0.5882352941176471,1.0,0.07692307692307693,1,0.33333333333333326,0.0,0.888888888888889,0.3333333333333333,1,1,1,0,1,0,0,0,0,0,0
104,1,0.1764705882352941,1.0,0.38461538461538464,1,0.33333333333333326,0.5961538461538461,0.7777777777777778,0.04819277108433735,0,0,1,0,0,0,0,0,1,0,0
105,1,0.4117647058823529,1.0,0.0,1,0.6666666666666667,0.0,1.0,0.12,1,1,1,0,0,0,0,0,1,0,0
106,1,0.6470588235294117,1.0,0.15384615384615385,0,0.33333333333333326,0.11538461538461539,0.7777777777777778,0.25,1,1,1,0,0,0,0,0,0,0,0
107,1,0.1764705882352941,1.0,0.0,1,0.6666666666666667,0.9230769230769231,0.888888888888889,0.14634146341463414,0,0,1,0,0,0,0,0,0,0,0
108,1,0.2941176470588235,1.0,0.0,1,0.6666666666666667,0.11538461538461539,1.0,0.019933554817275743,1,1,1,0,0,0,0,0,0,0,0
109,1,0.058823529411764705,1.0,0.15384615384615385,1,0.33333333333333326,0.11538461538461539,0.7777777777777778,0.0784313725490196,1,1,1,0,0,0,0,0,0,0,0
110,1,0.1764705882352941,1.0,0.15384615384615385,0,0.33333333333333326,0.2692307692307693,0.7777777777777778,0.08888888888888889,1,1,1,0,0,0,0,0,1,0,0
111,1,0.2941176470588235,1.0,0.3076923076923077,1,0.6666666666666667,0.13461538461538464,1.0,0.16363636363636366,1,1,1,0,0,0,0,0,0,1,0
112,1,0.4117647058823529,1.0,0.07692307692307693,1,0.33333333333333326,0.13461538461538464,0.888888888888889,0.05681818181818181,1,1,1,0,0,0,0,0,0,0,0
113,1,0.3529411764705882,1.0,0.07692307692307693,1,0.33333333333333326,0.0,1.0,0.10526315789473684,1,1,1,0,0,0,0,0,0,0,0
114,1,0.3529411764705882,1.0,0.0,0,0.6666666666666667,0.23076923076923078,1.0,0.08823529411764706,1,1,1,0,0,0,0,0,0,0,0
115,1,0.3529411764705882,1.0,0.07692307692307693,1,0.6666666666666667,0.2884615384615385,1.0,0.02531645569620253,0,0,1,0,0,0,0,0,0,0,0
116,1,0.5882352941176471,1.0,0.0,0,0.33333333333333326,0.8653846153846154,0.7777777777777778,0.125,0,0,1,0,0,0,0,0,1,0,0
117,1,0.3529411764705882,1.0,0.23076923076923078,1,0.33333333333333326,0.25,0.888888888888889,0.08333333333333333,1,1,1,0,0,0,0,0,0,0,0
118,1,0.3529411764705882,1.0,0.15384615384615385,1,0.33333333333333326,0.6538461538461539,0.7777777777777778,0.047058823529411764,0,0,1,0,0,0,0,0,1,0,0
119,1,0.2941176470588235,1.0,0.6153846153846154,1,0.6666666666666667,0.0,0.7777777777777778,0.0380952380952381,1,1,1,0,0,0,0,0,0,0,0
120,1,0.6470588235294117,1.0,0.0,0,0.33333333333333326,0.0,0.888888888888889,0.25,1,1,1,0,1,0,0,0,0,0,0
121,1,0.5882352941176471,1.0,0.15384615384615385,1,0.6666666666666667,0.019230769230769232,0.888888888888889,0.4666666666666667,1,1,1,0,1,0,0,0,0,0,0
122,1,0.6470588235294117,1.0,0.07692307692307693,1,0.6666666666666667,0.42307692307692313,1.0,0.08333333333333333,0,0,1,0,0,0,0,0,0,0,0
123,1,0.5294117647058824,1.0,0.38461538461538464,1,0.33333333333333326,0.057692307692307696,0.7777777777777778,0.0392156862745098,1,1,1,0,1,0,0,0,0,0,0
124,1,0.4117647058823529,1.0,0.3076923076923077,1,0.6666666666666667,0.0,1.0,0.03870967741935484,1,1,1,0,0,0,0,0,0,0,0
125,1,0.1764705882352941,1.0,0.15384615384615385,1,0.33333333333333326,0.23076923076923078,0.888888888888889,0.038461538461538464,1,1,1,0,0,0,0,0,0,0,0
126,1,0.23529411764705882,1.0,0.0,1,0.6666666666666667,0.6923076923076923,0.7777777777777778,0.05128205128205128,0,0,1,0,0,0,0,0,0,1,0
127,1,0.3529411764705882,1.0,0.15384615384615385,0,0.6666666666666667,0.15384615384615385,1.0,0.07142857142857142,1,1,1,0,0,0,0,0,0,0,0
128,1,0.5882352941176471,1.0,0.3076923076923077,0,0.33333333333333326,0.038461538461538464,0.888888888888889,0.6428571428571429,1,1,1,0,0,0,0,0,0,0,0
129,1,0.3529411764705882,1.0,0.07692307692307693,1,0.33333333333333326,0.038461538461538464,0.7777777777777778,0.054545454545454536,1,1,1,0,0,0,0,0,0,0,0
130,1,0.3529411764705882,1.0,0.07692307692307693,0,0.33333333333333326,0.038461538461538464,1.0,0.1875,1,1,1,0,1,0,0,0,0,0,0
131,1,0.5882352941176471,1.0,0.15384615384615385,1,0.6666666666666667,0.2692307692307693,0.888888888888889,0.07142857142857142,1,1,1,0,0,0,0,0,0,0,0
132,1,0.47058823529411764,1.0,0.07692307692307693,0,0.6666666666666667,0.17307692307692307,0.888888888888889,0.13333333333333333,1,1,1,0,1,0,0,0,0,0,0
133,1,0.3529411764705882,1.0,0.07692307692307693,1,0.6666666666666667,0.23076923076923078,0.7777777777777778,0.06896551724137931,1,1,1,0,0,0,0,0,0,0,0
134,1,0.5882352941176471,1.0,0.38461538461538464,0,0.6666666666666667,0.09615384615384616,1.0,0.06666666666666668,1,1,1,0,0,0,0,0,0,1,0
135,1,0.6470588235294117,1.0,0.0,1,0.33333333333333326,0.40384615384615385,1.0,0.6,0,0,1,0,0,0,0,0,0,0,0
136,1,0.058823529411764705,0.0,0.0,1,0.33333333333333326,0.0,0.888888888888889,0.1836734693877551,1,1,1,0,0,0,0,0,1,0,0
137,1,0.1764705882352941,1.0,0.0,1,0.0,0.17307692307692307,0.888888888888889,0.03571428571428571,1,1,1,0,1,0,0,0,0,0,0
138,1,0.47058823529411764,1.0,0.07692307692307693,1,0.33333333333333326,0.0,0.7777777777777778,0.05555555555555555,1,1,1,0,0,0,0,0,0,1,0
139,1,0.23529411764705882,1.0,0.0,1,0.33333333333333326,0.038461538461538464,0.888888888888889,0.08,1,1,1,0,1,0,0,0,0,0,0
140,1,0.23529411764705882,1.0,0.0,1,0.6666666666666667,0.0,0.888888888888889,0.11904761904761905,1,1,1,0,0,0,0,0,0,0,0
141,1,0.5294117647058824,0.0,0.38461538461538464,0,0.33333333333333326,0.07692307692307693,0.888888888888889,0.028455284552845524,1,1,1,0,0,0,0,0,0,0,0
142,1,0.3529411764705882,1.0,0.0,1,0.33333333333333326,0.25,0.888888888888889,0.075,1,1,1,0,1,0,0,0,0,0,0
143,1,0.2941176470588235,1.0,0.38461538461538464,1,0.0,0.0,1.0,0.1891891891891892,1,1,1,0,1,0,0,0,0,0,0
144,1,0.23529411764705882,1.0,0.15384615384615385,1,0.33333333333333326,0.11538461538461539,0.7777777777777778,0.2307692307692308,1,1,1,0,1,0,0,0,0,0,0
145,1,0.6470588235294117,1.0,0.23076923076923078,1,0.6666666666666667,0.826923076923077,1.0,0.4615384615384616,0,0,1,0,0,0,0,0,0,0,0
146,1,0.5882352941176471,1.0,0.07692307692307693,1,0.6666666666666667,0.25,1.0,0.14285714285714285,1,1,1,0,0,0,0,0,0,0,0
147,1,0.4117647058823529,1.0,0.07692307692307693,0,0.33333333333333326,0.019230769230769232,0.888888888888889,0.048484848484848485,1,1,1,0,0,0,0,0,0,0,0
148,1,0.4117647058823529,1.0,0.07692307692307693,1,0.33333333333333326,0.0,0.7777777777777778,0.15517241379310345,1,1,1,0,0,0,0,0,1,0,0
149,1,0.4117647058823529,1.0,0.3076923076923077,1,0.6666666666666667,0.25,0.888888888888889,0.16666666666666666,1,1,1,0,0,0,0,0,0,1,0
150,1,0.4117647058823529,1.0,0.23076923076923078,0,0.6666666666666667,0.0,1.0,0.07547169811320754,1,1,1,0,0,0,0,0,0,0,0
151,1,0.23529411764705882,1.0,0.0,1,0.33333333333333326,0.13461538461538464,1.0,0.1044776119402985,1,1,1,1,0,0,0,0,0,0,1
152,1,0.2941176470588235,0.0,0.3076923076923077,1,0.33333333333333326,0.8846153846153847,1.0,0.19444444444444445,0,0,1,0,0,0,0,0,0,0,0
153,1,0.3529411764705882,1.0,0.07692307692307693,1,0.6666666666666667,0.019230769230769232,0.888888888888889,0.057142857142857134,1,1,1,0,0,0,0,0,0,0,0
154,1,0.1176470588235294,1.0,0.3076923076923077,1,0.33333333333333326,0.07692307692307693,0.888888888888889,0.2222222222222222,1,1,1,0,1,0,0,0,0,0,0
155,1,0.4117647058823529,1.0,0.3076923076923077,1,0.9999999999999998,0.23076923076923078,1.0,0.036231884057971016,1,1,1,0,0,0,0,0,0,0,0
156,1,0.23529411764705882,0.0,0.0,1,0.6666666666666667,0.7307692307692308,0.888888888888889,0.04225352112676056,0,0,1,0,0,0,0,0,0,1,0
157,1,0.3529411764705882,1.0,0.07692307692307693,1,0.6666666666666667,0.0,0.7777777777777778,0.03773584905660377,1,1,1,0,0,0,0,0,0,0,0
158,1,0.2941176470588235,1.0,0.15384615384615385,1,0.33333333333333326,0.11538461538461539,0.888888888888889,0.02985074626865672,1,1,1,0,0,0,0,0,0,0,0
159,1,0.2941176470588235,1.0,0.3076923076923077,1,0.33333333333333326,0.057692307692307696,0.888888888888889,0.08333333333333333,1,1,1,0,0,0,0,0,1,0,0
160,1,0.5882352941176471,1.0,0.0,1,0.6666666666666667,0.11538461538461539,0.888888888888889,0.3076923076923077,1,1,1,0,0,0,0,0,0,0,0
161,1,0.5882352941176471,1.0,0.23076923076923078,1,0.33333333333333326,0.0,0.7777777777777778,0.2307692307692308,1,1,1,0,0,0,0,0,0,0,0
